model,image
6cnn_tz_28_4_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/can/img_464_tz_0.png
6cnn_tz_28_4_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/can/img_184_tz_0.png
6cnn_tz_28_4_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/can/img_223_tz_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_483_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_203_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_231_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_91_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_347_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_63_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_308_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_28_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_457_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_326_ry_0.png
4cnn_ry_9_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_175_ry_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_396_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_210_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_44_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_300_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_246_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_151_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_462_tz_0.png
4cnn_tz_44_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_358_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_32_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_6_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_5_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_471_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_133_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_211_tz_0.png
4cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_158_tz_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_45_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_440_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_115_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_88_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_169_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_126_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_491_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_349_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_482_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_296_ry_0.png
4cnn_ry_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_135_ry_0.png
4cnn_ry_38_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_194_ry_0.png
4cnn_ry_38_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_358_ry_0.png
4cnn_ry_38_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_451_ry_0.png
4cnn_ry_38_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_98_ry_0.png
4cnn_ry_38_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_135_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_429_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_328_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_279_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_191_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_247_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_356_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_161_ry_0.png
6cnn_ry_102_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_449_ry_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_313_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_219_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_310_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_232_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_107_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_421_tz_0.png
4cnn_tz_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/cereal_box/img_394_tz_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_30_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_177_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_370_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_360_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_88_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_66_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_235_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_415_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_83_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_485_ry_0.png
4cnn_ry_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_488_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_27_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_192_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_124_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_213_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_112_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_66_ry_0.png
6cnn_ry_4_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_1_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_310_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_443_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_354_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_259_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_337_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_469_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_43_ry_0.png
4cnn_ry_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_311_ry_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_236_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_485_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_274_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_284_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_161_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_296_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_152_tz_0.png
4cnn_tz_91_15_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/rubber_duck/img_473_tz_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_410_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_378_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_368_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_375_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_361_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_301_ry_0.png
4cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_127_ry_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_375_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_87_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_386_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_225_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_257_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_315_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_353_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_432_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_285_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_258_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_215_tz_0.png
6cnn_tz_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_146_tz_0.png
4cnn_ry_57_9_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/jam_jar/img_189_ry_0.png
4cnn_ry_57_9_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/jam_jar/img_266_ry_0.png
4cnn_ry_57_9_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/jam_jar/img_213_ry_0.png
4cnn_ry_57_9_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/jam_jar/img_458_ry_0.png
4cnn_ry_57_9_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/jam_jar/img_28_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_483_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_60_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_35_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_241_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_298_ry_0.png
4cnn_ry_15_2_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/biscuit_box/img_122_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_410_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_209_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_378_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_368_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_375_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_361_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_301_ry_0.png
6cnn_ry_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_127_ry_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_25_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_480_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_371_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_345_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_212_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_151_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_196_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_436_tz_0.png
4cnn_tz_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_108_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_375_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_87_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_386_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_225_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_257_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_315_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_353_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_432_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_285_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_258_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_215_tz_0.png
6cnn_tz_30_5_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/carafe/img_146_tz_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_417_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_354_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_172_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_382_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_114_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_186_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_219_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_341_ry_0.png
6cnn_ry_78_13_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/orange/img_28_ry_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_395_tz_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_226_tz_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_489_tz_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_96_tz_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_229_tz_0.png
4cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_127_tz_0.png
6cnn_tz_11_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_142_tz_0.png
6cnn_tz_11_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_350_tz_0.png
6cnn_tz_11_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_286_tz_0.png
6cnn_tz_11_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_175_tz_0.png
6cnn_tz_11_1_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/beer_bottle/img_42_tz_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_310_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_443_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_354_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_259_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_337_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_469_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_43_ry_0.png
6cnn_ry_35_5_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/carafe/img_311_ry_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_208_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_265_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_96_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_205_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_211_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_453_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_465_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_194_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_412_tz_0.png
6cnn_tz_66_11_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/monitor/img_314_tz_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_483_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_203_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_91_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_347_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_63_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_28_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_457_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_326_ry_0.png
6cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_175_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_27_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_158_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_320_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_113_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_446_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_43_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_59_ry_0.png
6cnn_ry_114_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_235_ry_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_224_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_445_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_174_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_161_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_114_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_226_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_389_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_451_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_344_tz_0.png
6cnn_tz_118_19_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/wine_glass/img_229_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_32_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_6_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_5_tz_0.png
4cnn_tz_5_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_471_tz_0.png
