index,image,height,width,type,original_dataset,scenario,airport,runway,time_to_landing,weather,night,time,slant_distance,along_track_distance,height_above_runway,lateral_path_angle,vertical_path_angle,yaw,pitch,roll,watermark_height,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,bbox_area,bbox_area_ratio,approach,label,split
116,LARD_test_synth/images/FTTJ_23_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_23_35,FTTJ,23,,,,2020-07-01 15:00:01,1.82,1.81,427.84,0.71,2.04,-131.17404995189304,86.28288382001622,-5.243449226257171,300.0,998,1155,1020,1157,945,1211,989,1215,4500,0.0006941976186244,,0,test
35,LARD_test_synth/images/DAAS_27_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,DAAS_27_35,DAAS,27,,,,2020-07-01 15:00:01,2.28,2.27,853.56,-0.87,3.3,-96.97518954313009,86.4015505160094,4.970072368850745,300.0,1400,1220,1379,1221,1379,1307,1342,1310,5220,0.0008052692376044,,0,test
625,LARD_test_synth/images/YMLT_14R_35_08.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_14R_35,YMLT,14R,,,,2020-07-01 07:00:01,1.55,1.55,456.85,-0.15,2.51,148.93229235889422,88.73129301718157,6.526951515340191,300.0,1163,1360,1132,1364,1189,1425,1136,1431,4047,0.0006243150583496,,0,test
121,LARD_test_synth/images/FTTJ_5_35_00.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_5_35,FTTJ,5,,,,2020-07-01 15:01:01,2.7,2.7,738.42,0.16,2.43,45.42888205784889,84.74233093702391,-3.1394384224440106,300.0,1232,1114,1251,1115,1220,1169,1247,1170,1736,0.0002678060146515,,0,test
569,LARD_test_synth/images/VOTV_14_35_08.jpeg,2648,2448,earth_studio,LARD_test_synth,VOTV_14_35,VOTV,14,,,,2020-08-01 10:01:01,1.73,1.73,464.3,-0.62,2.31,133.7077298458413,83.35712174051176,3.472945272248316,300.0,1394,1000,1369,1001,1442,1068,1395,1070,5110,0.0007882999624824,,0,test
314,LARD_test_synth/images/LGSM_9_35_05.jpeg,2648,2448,earth_studio,LARD_test_synth,LGSM_9_35,LGSM,9,,,,2020-05-01 12:00:01,2.13,2.12,614.59,-0.52,2.53,96.84311793135274,82.45676592074702,-1.6150944387308617,300.0,1030,983,1056,984,1005,1037,1043,1038,2805,0.0004327165156092,,0,test
270,LARD_test_synth/images/LFRS_21_35_10.jpeg,2648,2448,earth_studio,LARD_test_synth,LFRS_21_35,LFRS,21,,,,2020-05-01 12:00:01,1.67,1.67,550.75,-0.18,2.83,-147.01273130307467,87.52602135117183,6.248237734900762,300.0,890,1320,864,1323,901,1405,852,1411,4459,0.0006878727069881,,0,test
401,LARD_test_synth/images/LTAI_18L_35_10.jpeg,2648,2448,earth_studio,LARD_test_synth,LTAI_18L_35,LTAI,18L,,,,2020-05-01 11:00:01,1.42,1.42,442.74,-0.1,2.63,-164.95911893649142,87.34786727410274,4.895579369761549,300.0,703,1295,677,1297,721,1393,663,1398,5974,0.0009215859052583,,0,test
638,LARD_test_synth/images/YMLT_32L_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_32L_35,YMLT,32L,,,,2020-08-01 08:01:01,1.42,1.42,529.91,-0.24,3.15,-32.071704112604074,89.79802157461512,1.99640596515025,300.0,1228,1427,1195,1428,1257,1516,1199,1518,5642,0.0008703695476176,,0,test
431,LARD_test_synth/images/OMAD_13_35_00.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_13_35,OMAD,13,,,,2020-07-01 10:00:01,2.78,2.78,850.07,0.59,2.72,130.88722453873143,84.15466202890684,7.734131072213215,300.0,1002,1127,982,1130,997,1180,968,1184,1938,0.0002989677744209,,0,test
146,LARD_test_synth/images/GCRR_21_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,GCRR_21_35,GCRR,21,,,,2020-07-01 14:00:01,2.15,2.15,467.59,-1.23,1.91,-152.4738594302295,85.85698121576583,5.141936490133522,300.0,1265,1163,1242,1165,1325,1204,1287,1207,3652,0.0005633799340481,,0,test
156,LARD_test_synth/images/HTDA_23_35_14.jpeg,2648,2448,earth_studio,LARD_test_synth,HTDA_23_35,HTDA,23,,,,2020-06-01 10:00:01,1.34,1.33,417.83,0.26,2.63,-131.00206763418194,91.06603683325584,-0.0574220221191629,300.0,977,1463,1004,1463,980,1560,1040,1560,6111,0.000942720366092,,0,test
275,LARD_test_synth/images/LFRS_21_35_16.jpeg,2648,2448,earth_studio,LARD_test_synth,LFRS_21_35,LFRS,21,,,,2020-05-01 15:01:01,1.37,1.37,405.65,-0.35,2.49,-148.62507725590615,81.62023159856884,1.4993573155122053,300.0,966,918,938,919,961,1005,902,1007,5696,0.0008786999190411,,0,test
204,LARD_test_synth/images/LCPH_29_35_07.jpeg,2648,2448,earth_studio,LARD_test_synth,LCPH_29_35,LCPH,29,,,,2020-08-01 14:01:01,1.87,1.87,510.77,-0.69,2.37,-69.26111830754014,86.98301021475608,1.2293939310735271,300.0,1167,1229,1142,1230,1144,1297,1100,1298,4623,0.0007131723535335,,0,test
432,LARD_test_synth/images/OMAD_13_35_01.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_13_35,OMAD,13,,,,2020-07-01 11:01:01,2.65,2.64,838.11,-2.05,2.81,131.69088592355908,83.47232157702723,4.086470868617049,300.0,1140,1066,1119,1067,1210,1116,1179,1119,4823,0.0007440255810279,,0,test
631,LARD_test_synth/images/YMLT_32L_35_03.jpeg,2648,2448,earth_studio,LARD_test_synth,YMLT_32L_35,YMLT,32L,,,,2020-04-01 08:00:01,2.33,2.32,686.09,1.25,2.6,-37.25502865714688,81.89953309709507,4.723273339048173,300.0,1393,937,1369,939,1363,992,1327,995,3828,0.0005905307742432,,0,test
399,LARD_test_synth/images/LTAI_18L_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,LTAI_18L_35,LTAI,18L,,,,2020-06-01 12:01:01,2.27,2.27,840.9,0.56,3.25,-166.46839287773034,86.6236665408412,1.3510526440653627,300.0,812,1256,832,1256,869,1348,833,1349,5301,0.0008177647947396,,0,test
123,LARD_test_synth/images/FTTJ_5_35_03.jpeg,2648,2448,earth_studio,LARD_test_synth,FTTJ_5_35,FTTJ,5,,,,2020-07-01 14:01:01,2.5,2.5,842.24,-0.44,2.98,40.59085739516535,87.48058957926202,6.920292526944207,300.0,1560,1255,1540,1258,1589,1324,1560,1327,3528,0.0005442509330015,,0,test
439,LARD_test_synth/images/OMAD_31_35_04.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_31_35,OMAD,31,,,,2020-04-01 13:00:01,2.31,2.31,590.68,-1.2,2.25,-56.62337248530168,86.13084573861349,2.255823166039616,300.0,1572,1177,1596,1177,1646,1224,1610,1225,3552,0.0005479533203009,,0,test
51,LARD_test_synth/images/EDDV_09L_35_02.jpeg,2648,2448,earth_studio,LARD_test_synth,EDDV_09L_35,EDDV,09L,,,,2020-08-01 14:01:01,2.03,2.03,422.49,-1.2,1.82,97.50872275164244,83.518733920888,4.789287334110403,300.0,1409,1128,1387,1129,1363,1185,1323,1188,5160,0.000796013269356,,0,test
443,LARD_test_synth/images/OMAD_31_35_11.jpeg,2648,2448,earth_studio,LARD_test_synth,OMAD_31_35,OMAD,31,,,,2020-07-01 12:01:01,1.65,1.65,510.59,-0.51,2.65,-62.77861082370913,86.4763925797339,6.1845913814583175,300.0,1917,1143,1887,1146,1961,1214,1910,1219,5624,0.0008675927571431,,0,test
